PK;NOMBRE;DESCRIPCION-ENTIDAD;HORARIO;EQUIPAMIENTO;TRANSPORTE;DESCRIPCION;ACCESIBILIDAD;CONTENT-URL;NOMBRE-VIA;CLASE-VIAL;TIPO-NUM;NUM;PLANTA;PUERTA;ESCALERAS;ORIENTACION;LOCALIDAD;PROVINCIA;CODIGO-POSTAL;COD-BARRIO;BARRIO;COD-DISTRITO;DISTRITO;COORDENADA-X;COORDENADA-Y;LATITUD;LONGITUD;TELEFONO;FAX;EMAIL;TIPO
9039;"Centro de Salud Avenida de Aragón";"";"";"Cita previa:   Online. Desde dispositivos móviles. Por telefonía automatizada de reconocimiento de voz. Quiosco digital en el centro de salud. Presencialmente en el centro de salud.";"Metro: Ciudad Lineal (línea 5).";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=93154b6faa61c010VgnVCM1000000b205a0aRCRD";"ALCALA";"CALLE";"V";"425";"";"";"";"";"MADRID";"MADRID";"28027";"3";"QUINTANA";"15";"CIUDAD LINEAL";"445966";"4476598";"40.43828202376656";"-3.6370938693853994";"913 201 068 / 913 201 472";"";"";"/contenido/entidadesYorganismos/CentrosAtencionMedica/CentrosSalud"
8953;"Centro de Salud Barajas";"";"Puede consultar más información en el siguiente enlace.";"Cita previa:   Online. Desde dispositivos móviles. Por telefonía automatizada de reconocimiento de voz. Quiosco digital en el centro de salud. Presencialmente en el centro de salud.";"Metro: Barajas (Línea 8).";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=77084b6faa61c010VgnVCM1000000b205a0aRCRD";"LOGRO&amp;Ntilde;O";"AVENIDA";"V";"319";"";"";"";"";"MADRID";"MADRID";"28042";"4";"TIMON";"21";"BARAJAS";"450675";"4480268";"40.47163333820844";"-3.581861441079473";"913 291 767";"";"";"/contenido/entidadesYorganismos/CentrosAtencionMedica/CentrosSalud"
8958;"Centro de Salud Barrio del Pilar";"";"";"Cita previa:   Online. Desde dispositivos móviles. Por telefonía automatizada de reconocimiento de voz. Quiosco digital en el centro de salud. Presencialmente en el centro de salud.";"Metro: Barrio del Pilar (línea 9).";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=0a184b6faa61c010VgnVCM1000000b205a0aRCRD";"FINISTERRE";"CALLE";"V";"18";"";"";"";"";"MADRID";"MADRID";"28029";"5";"LA PAZ";"8";"FUENCARRAL-EL PARDO";"440501";"4481036";"40.47787996002303";"-3.701951658962389";"913 149 777";"";"";"/contenido/entidadesYorganismos/CentrosAtencionMedica/CentrosSalud"
9031;"Centro de Salud Baviera";"";"";"Cita previa:   Online. Desde dispositivos móviles. Por telefonía automatizada de reconocimiento de voz. Quiosco digital en el centro de salud. Presencialmente en el centro de salud.";"Metro: Cartagena (línea 7), Parque de las Avenida (línea 7).";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=9c284b6faa61c010VgnVCM1000000b205a0aRCRD";"PINTOR MORENO CARBONERO";"CALLE";"V";"21";"";"";"";"";"MADRID";"MADRID";"28028";"4";"GUINDALERA";"4";"SALAMANCA";"443347";"4476701";"40.43902745468173";"-3.6679886143365725";"917 267 178";"";"";"/contenido/entidadesYorganismos/CentrosAtencionMedica/CentrosSalud"
9006;"Centro de Salud Benita Ávila";"";"";"Cita previa:   Online. Desde dispositivos móviles. Por telefonía automatizada de reconocimiento de voz. Quiosco digital en el centro de salud. Presencialmente en el centro de salud.";"Metro: Pinar del Rey (línea 8).";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=2f384b6faa61c010VgnVCM1000000b205a0aRCRD";"BENITA AVILA";"CALLE";"V";"26";"";"";"";"";"MADRID";"MADRID";"28043";"3";"CANILLAS";"16";"HORTALEZA";"444858";"4479588";"40.46514496584896";"-3.6504276961429207";"913 882 915";"";"";"/contenido/entidadesYorganismos/CentrosAtencionMedica/CentrosSalud"
8939;"Centro de Salud Bucodental";"";"Antes de acudir, póngase en contacto telefónico con el centro    Horario de invierno: De 8 a 14 horas  Semana de San Isidro: 8:30 a 14 horas  Del 3 al 26 de agosto cerrado";"Se realiza la filiación a niños/as que acuden al centro y se les pide que vuelvan a los 6 meses o 1 año, según criterio profesional, de modo que se les sigue revisando hasta los 14 años. Esto es fundamental porque se controla todo el periodo eruptivo de piezas definitivas con lo cual se puede orientar acerca del tratamiento conveniente a los niños/as que presentan alteraciones o patología. También se valora la necesidad de un tratamiento de ortodoncia y del momento más adecuado para acudir a la consulta de ortodoncia Ofrece atención bucodental que consiste en:  exploración completa con detección de alteraciones enseñanza de cepillado y control de placa bacteriana, aplicación de cubetas de flúor semestrales y selladores de fosas y fisuras en molares definitivos revisiones periódicas control de dieta y orientación terapéutica.  Estas actividades son muy sencillas, bien aceptadas por el niño/a, indoloras y muy efectivas para reducir el nivel de caries dental en la población infantil.";"Metro: Ciudad de los Ángeles salida calle Tertulia (L 3) Bus: 22, 23, 59, 85, 79 y 123 Renfe: Villaverde Bajo";"";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=08784b6faa61c010VgnVCM1000000b205a0aRCRD";"FELICIDAD";"AVENIDA";"V";"17";"";"";"";"";"MADRID";"MADRID";"28041";"";"";"";"VILLAVERDE";"441347";"4467878";"40.35940720387406";"-3.690771730176704";"Recepción: 915 88 87 80                                
Secretaría: 914 80 10 40";"";"mspbucodental@madrid.es";"/contenido/entidadesYorganismos/CentrosAtencionMedica/CentrosPrevencionEnfermedades"
8945;"Centro de Salud Buenos Aires";"";"";"Cita previa:   Online. Desde dispositivos móviles. Por telefonía automatizada de reconocimiento de voz. Quiosco digital en el centro de salud. Presencialmente en el centro de salud.";"Metro: Buenos Aires (línea 1).";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=9a884b6faa61c010VgnVCM1000000b205a0aRCRD";"PIO FELIPE";"CALLE";"V";"26";"";"";"";"";"MADRID";"MADRID";"28038";"6";"NUMANCIA";"13";"PUENTE DE VALLECAS";"444537";"4471709";"40.39414389575965";"-3.653516110652828";"913 033 200";"";"";"/contenido/entidadesYorganismos/CentrosAtencionMedica/CentrosSalud"
8959;"Centro de Salud Bustarviejo";"";"";"Cita previa:   Online. Desde dispositivos móviles. Por telefonía automatizada de reconocimiento de voz. Quiosco digital en el centro de salud. Presencialmente en el centro de salud.";"Metro: Valdeacederas (línea 1), Tetuán (línea 1).";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=2d984b6faa61c010VgnVCM1000000b205a0aRCRD";"BUSTARVIEJO";"CALLE";"V";"5";"";"";"";"";"MADRID";"MADRID";"28020";"3";"CASTILLEJOS";"6";"TETUAN";"441038";"4479298";"40.46226420858311";"-3.695450139473327";"915 720 998";"";"";"/contenido/entidadesYorganismos/CentrosAtencionMedica/CentrosSalud"
8975;"Centro de Salud Cáceres";"";"";"Cita previa:   Online. Desde dispositivos móviles. Por telefonía automatizada de reconocimiento de voz. Quiosco digital en el centro de salud. Presencialmente en el centro de salud.";"Metro: Delicias (línea 3).  Cercanías Renfe: Delicias (Líneas C1 y C10).";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=bfa84b6faa61c010VgnVCM1000000b205a0aRCRD";"CACERES";"CALLE";"V";"4";"";"";"";"";"MADRID";"MADRID";"28045";"5";"DELICIAS";"2";"ARGANZUELA";"441029";"4472232";"40.398608115817765";"-3.694902512791474";"915 309 112";"";"";"/contenido/entidadesYorganismos/CentrosAtencionMedica/CentrosSalud"
8964;"Centro de Salud Campamento";"";"";"Cita previa:   Online. Desde dispositivos móviles. Por telefonía automatizada de reconocimiento de voz. Quiosco digital en el centro de salud. Presencialmente en el centro de salud.";"Metro: Colonia Jardín (líneas 10, ML2 y ML3).";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=42c84b6faa61c010VgnVCM1000000b205a0aRCRD";"MIRUE&amp;Ntilde;A";"CALLE";"V";"5";"";"";"";"";"MADRID";"MADRID";"28024";"5";"CAMPAMENTO";"10";"LATINA";"433676";"4471746";"40.39367887426842";"-3.781494220446253";"917 113 973";"";"";"/contenido/entidadesYorganismos/CentrosAtencionMedica/CentrosSalud"
7651785;"Centro de Salud Campo de la Paloma";"";"";"Cita previa:   Online. Desde dispositivos móviles. Por telefonía automatizada de reconocimiento de voz. Quiosco digital en el centro de salud. Presencialmente en el centro de salud.";"Bus: 310, 10, 144, 57.";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=02b588575dca8410VgnVCM2000000c205a0aRCRD";"VILLALOBOS";"CALLE";"V";"14";"";"";"";"";"MADRID";"MADRID";"28018";"4";"PALOMERAS SURESTE";"13";"PUENTE DE VALLECAS";"444993";"4470359";"40.38200961794176";"-3.6480266165739987";"917 789 613";"";"";"/contenido/entidadesYorganismos/CentrosAtencionMedica/CentrosSalud"
51700;"Centro de Salud Canal de Panamá";"";"";"Cita previa:   Online. Desde dispositivos móviles. Por telefonía automatizada de reconocimiento de voz. Quiosco digital en el centro de salud. Presencialmente en el centro de salud.";"Metro: Barrio de la Concepción (línea 7).";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=e3e2598d1351c010VgnVCM1000000b205a0aRCRD";"VERDAGUER Y GARCIA";"CALLE";"V";"56";"";"";"";"";"MADRID";"MADRID";"28027";"5";"SAN PASCUAL";"15";"CIUDAD LINEAL";"444653";"4476944";"40.441310590245166";"-3.652613946853257";"914 032 154";"";"";"/contenido/entidadesYorganismos/CentrosAtencionMedica/CentrosSalud"
41145;"Centro de Salud Canillejas";"";"";"Cita previa:   Online. Desde dispositivos móviles. Por telefonía automatizada de reconocimiento de voz. Quiosco digital en el centro de salud. Presencialmente en el centro de salud.";"Metro: Torre Arias (línea 5).";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=76f2598d1351c010VgnVCM1000000b205a0aRCRD";"BOLTA&amp;Ntilde;A";"CALLE";"V";"5";"";"";"";"";"MADRID";"MADRID";"28022";"7";"CANILLEJAS";"20";"SAN BLAS-CANILLEJAS";"447919";"4477261";"40.44437417492619";"-3.614125163190827";"913 249 393";"";"";"/contenido/entidadesYorganismos/CentrosAtencionMedica/CentrosSalud"
7651324;"Centro de Salud Carabanchel Alto";"";"";"Cita previa:   Online. Desde dispositivos móviles. Por telefonía automatizada de reconocimiento de voz. Quiosco digital en el centro de salud. Presencialmente en el centro de salud.";"Metro: La Peseta (línea 11).";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=8443c71485ca8410VgnVCM2000000c205a0aRCRD";"CARABANCHEL ALTO";"AVENIDA";"V";"150";"";"";"";"";"MADRID";"MADRID";"28054";"6";"BUENAVISTA";"11";"CARABANCHEL";"435971";"4468168";"40.36162985090102";"-3.754088916669775";"915 115 793";"";"";"/contenido/entidadesYorganismos/CentrosAtencionMedica/CentrosSalud"
8965;"Centro de Salud Caramuel";"";"";"Cita previa:   Online. Desde dispositivos móviles. Por telefonía automatizada de reconocimiento de voz. Quiosco digital en el centro de salud. Presencialmente en el centro de salud.";"Metro: Puerta del Ángel (línea 6).";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=d4d84b6faa61c010VgnVCM1000000b205a0aRCRD";"FUENTEOVEJUNA";"CALLE";"V";"17";"";"";"";"";"MADRID";"MADRID";"28011";"2";"PUERTA DEL ANGEL";"10";"LATINA";"438230";"4473423";"40.409139123525705";"-3.7279991374756367";"914 635 879 / 914 798 262";"";"";"/contenido/entidadesYorganismos/CentrosAtencionMedica/CentrosSalud"
9050;"Centro de Salud Casa de Campo";"";"";"Cita previa:   Online. Desde dispositivos móviles. Por telefonía automatizada de reconocimiento de voz. Quiosco digital en el centro de salud. Presencialmente en el centro de salud.";"Bus: 41, 75, 46.  Bicimad: Estación 314 (avenida de Valladolid, 47G, 47).";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=67e84b6faa61c010VgnVCM1000000b205a0aRCRD";"RIBERA DEL MANZANARES";"CALLE";"V";"113";"";"";"";"";"MADRID";"MADRID";"28008";"1";"CASA DE CAMPO";"9";"MONCLOA-ARAVACA";"438061";"4475708";"40.42782393254158";"-3.731494497212358";"915 473 628 / 915 590 035";"";"";"/contenido/entidadesYorganismos/CentrosAtencionMedica/CentrosSalud"
9032;"Centro de Salud Castelló";"";"";"Cita previa:   Online. Desde dispositivos móviles. Por telefonía automatizada de reconocimiento de voz. Quiosco digital en el centro de salud. Presencialmente en el centro de salud.";"Metro: Núñez de Balboa (líneas 5 y 9), Velázquez (línea 4), Lista (línea 4).";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=f9f84b6faa61c010VgnVCM1000000b205a0aRCRD";"CASTELLO";"CALLE";"V";"63";"";"";"";"";"MADRID";"MADRID";"28001";"1";"RECOLETOS";"4";"SALAMANCA";"442206";"4475561";"40.428686033013825";"-3.681335352223554";"915 778 118";"";"";"/contenido/entidadesYorganismos/CentrosAtencionMedica/CentrosSalud"
9054;"Centro de Salud Cea Bermúdez";"";"";"Cita previa:   Online. Desde dispositivos móviles. Por telefonía automatizada de reconocimiento de voz. Quiosco digital en el centro de salud. Presencialmente en el centro de salud.";"Metro: Canal (líneas 2 y 7).";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=1f194b6faa61c010VgnVCM1000000b205a0aRCRD";"CEA BERMUDEZ";"CALLE";"V";"10";"";"";"";"";"MADRID";"MADRID";"28003";"6";"VALLEHERMOSO";"7";"CHAMBERI";"440030";"4476713";"40.43890945358286";"-3.7070969305008963";"915 349 755";"";"";"/contenido/entidadesYorganismos/CentrosAtencionMedica/CentrosSalud"
8966;"Centro de Salud Cebreros";"";"";"Cita previa:   Online. Desde dispositivos móviles. Por telefonía automatizada de reconocimiento de voz. Quiosco digital en el centro de salud. Presencialmente en el centro de salud.";"Metro: Lucero (línea 6).";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=a1394b6faa61c010VgnVCM1000000b205a0aRCRD";"CEBREROS";"CALLE";"V";"74";"";"";"";"";"MADRID";"MADRID";"28011";"3";"LUCERO";"10";"LATINA";"436487";"4473063";"40.405762312503";"-3.748506644013436";"914 642 716";"";"";"/contenido/entidadesYorganismos/CentrosAtencionMedica/CentrosSalud"
9028;"Centro de Salud Cerro Almodóvar";"";"";"Cita previa:   Online. Desde dispositivos móviles. Por telefonía automatizada de reconocimiento de voz. Quiosco digital en el centro de salud. Presencialmente en el centro de salud.";"Consulta los siguientes enlaces";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=34494b6faa61c010VgnVCM1000000b205a0aRCRD";"FUENTESPINA";"CALLE";"V";"2";"";"";"";"";"MADRID";"MADRID";"28031";"2";"SANTA EUGENIA";"18";"VILLA DE VALLECAS";"448673";"4470158";"40.380429399996416";"-3.604667154064617";"913 311 836";"";"";"/contenido/entidadesYorganismos/CentrosAtencionMedica/CentrosSalud"
8960;"Centro de Salud Ciudad de los Periodistas";"";"";"Cita previa:   Online. Desde dispositivos móviles. Por telefonía automatizada de reconocimiento de voz. Quiosco digital en el centro de salud. Presencialmente en el centro de salud.";"Metro: Herrera Oria (línea 9).";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=eb794b6faa61c010VgnVCM1000000b205a0aRCRD";"VALENCIA DE DON JUAN";"CALLE";"V";"1";"";"";"";"";"MADRID";"MADRID";"28034";"5";"LA PAZ";"8";"FUENCARRAL-EL PARDO";"440052";"4481806";"40.484786499278385";"-3.707313384657511";"917 303 399";"";"";"/contenido/entidadesYorganismos/CentrosAtencionMedica/CentrosSalud"
8951;"Centro de Salud Ciudad Jardín";"";"";"Cita previa:   Online. Desde dispositivos móviles. Por telefonía automatizada de reconocimiento de voz. Quiosco digital en el centro de salud. Presencialmente en el centro de salud.";"Metro: Alfonso XIII (línea 4).";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=c6594b6faa61c010VgnVCM1000000b205a0aRCRD";"PANTOJA";"CALLE";"V";"3";"";"";"";"";"MADRID";"MADRID";"28002";"3";"CIUDAD JARDIN";"5";"CHAMARTIN";"443142";"4477625";"40.447345176074364";"-3.6704835478955995";"915 194 411";"";"";"/contenido/entidadesYorganismos/CentrosAtencionMedica/CentrosSalud"
9065;"Centro de Salud Comillas";"";"";"Cita previa:   Online. Desde dispositivos móviles. Por telefonía automatizada de reconocimiento de voz. Quiosco digital en el centro de salud. Presencialmente en el centro de salud.";"Metro: Marqués de Vadillo (línea 5).";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=7e894b6faa61c010VgnVCM1000000b205a0aRCRD";"EDUARDO MARQUINA";"CALLE";"V";"33";"";"";"";"";"MADRID";"MADRID";"28019";"1";"COMILLAS";"11";"CARABANCHEL";"439740";"4471543";"40.39231635332082";"-3.7100292607227203";"914 605 100";"";"";"/contenido/entidadesYorganismos/CentrosAtencionMedica/CentrosSalud"
9040;"Centro de Salud Daroca";"";"";"Cita previa:   Online. Desde dispositivos móviles. Por telefonía automatizada de reconocimiento de voz. Quiosco digital en el centro de salud. Presencialmente en el centro de salud.";"Metro: El Carmen (línea 5).";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=01a94b6faa61c010VgnVCM1000000b205a0aRCRD";"DAROCA";"AVENIDA";"V";"4";"";"";"";"";"MADRID";"MADRID";"28017";"1";"VENTAS";"15";"CIUDAD LINEAL";"444189";"4475770";"40.43069861815235";"-3.657980338643195";"913 553 004";"";"";"/contenido/entidadesYorganismos/CentrosAtencionMedica/CentrosSalud"
9064;"Centro de Salud Delicias";"";"";"Cita previa:   Online. Desde dispositivos móviles. Por telefonía automatizada de reconocimiento de voz. Quiosco digital en el centro de salud. Presencialmente en el centro de salud.";"Metro: Palos de la Frontera (línea 3).";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=93b94b6faa61c010VgnVCM1000000b205a0aRCRD";"DELICIAS";"CALLE";"V";"5";"";"";"";"";"MADRID";"MADRID";"28045";"6";"PALOS DE LA FRONTERA";"2";"ARGANZUELA";"441017";"4472863";"40.40429462103094";"-3.6951005207431646";"914 678 962";"";"";"/contenido/entidadesYorganismos/CentrosAtencionMedica/CentrosSalud"
31598;"Centro de Salud Doctor Castroviejo";"";"";"Cita previa:   Online. Desde dispositivos móviles. Por telefonía automatizada de reconocimiento de voz. Quiosco digital en el centro de salud. Presencialmente en el centro de salud.";"Metro: Antonio Machado (línea 7).";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=c9e5b3e42751c010VgnVCM2000000c205a0aRCRD";"CANDIDO MATEOS";"CALLE";"V";"11";"";"";"";"";"MADRID";"MADRID";"28035";"3";"PEÑA GRANDE";"8";"FUENCARRAL-EL PARDO";"439135";"4480478";"40.47275812175723";"-3.7180074802024268";"913 739 500";"";"";"/contenido/entidadesYorganismos/CentrosAtencionMedica/CentrosSalud"
9020;"Centro de Salud Doctor Cirajas";"";"";"Cita previa:   Online. Desde dispositivos móviles. Por telefonía automatizada de reconocimiento de voz. Quiosco digital en el centro de salud. Presencialmente en el centro de salud.";"Metro: Ciudad Lineal (línea 5), Pueblo Nuevo (líneas 5 y 7).";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=26c94b6faa61c010VgnVCM1000000b205a0aRCRD";"DOCTOR CIRAJAS";"CALLE";"V";"20";"";"";"";"";"MADRID";"MADRID";"28017";"2";"PUEBLO NUEVO";"15";"CIUDAD LINEAL";"445965";"4476279";"40.43540772554403";"-3.6370878433718907";"913 221 540";"";"";"/contenido/entidadesYorganismos/CentrosAtencionMedica/CentrosSalud"
9014;"Centro de Salud el Espinillo";"";"";"Cita previa:   Online. Desde dispositivos móviles. Por telefonía automatizada de reconocimiento de voz. Quiosco digital en el centro de salud. Presencialmente en el centro de salud.";"Metro: Ciudad de los Ángeles (línea 3).";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=4be94b6faa61c010VgnVCM1000000b205a0aRCRD";"OROVILLA";"AVENIDA";"V";"53";"";"";"";"";"MADRID";"MADRID";"28041";"4";"LOS ROSALES";"17";"VILLAVERDE";"441479";"4467795";"40.35866890396059";"-3.689189990174005";"913 180 775";"";"";"/contenido/entidadesYorganismos/CentrosAtencionMedica/CentrosSalud"
9011;"Centro de Salud El Pardo";"";"";"Cita previa:   Online. Desde dispositivos móviles. Por telefonía automatizada de reconocimiento de voz. Quiosco digital en el centro de salud. Presencialmente en el centro de salud.";"Consulta los siguientes enlaces:";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=ddf94b6faa61c010VgnVCM1000000b205a0aRCRD";"CARLOS MORLA LYNCH";"CALLE";"V";"2";"";"";"";"";"MADRID";"MADRID";"28048";"1";"EL PARDO";"8";"FUENCARRAL-EL PARDO";"434187";"4485593";"40.51845983648865";"-3.7769019581577314";"913 760 233";"";"";"/contenido/entidadesYorganismos/CentrosAtencionMedica/CentrosSalud"
34480;"Centro de Salud Eloy Gonzalo";"";"";"Cita previa:   Online. Desde dispositivos móviles. Por telefonía automatizada de reconocimiento de voz. Quiosco digital en el centro de salud. Presencialmente en el centro de salud.";"Metro: Quevedo (línea 2), Iglesia (línea 1).";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=5cf5b3e42751c010VgnVCM2000000c205a0aRCRD";"ELOY GONZALO";"CALLE";"V";"24";"";"";"";"";"MADRID";"MADRID";"28010";"3";"TRAFALGAR";"7";"CHAMBERI";"440508";"4476180";"40.434135698858555";"-3.7014131909582875";"915 932 300";"";"";"/contenido/entidadesYorganismos/CentrosAtencionMedica/CentrosSalud"
8977;"Centro de Salud Embajadores";"";"";"Cita previa:   Online. Desde dispositivos móviles. Por telefonía automatizada de reconocimiento de voz. Quiosco digital en el centro de salud. Presencialmente en el centro de salud.";"Metro: Embajadores (línea 3), Acacias (línea 5).  Cercanías Renfe: Embajadores (línea C5).";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=601a4b6faa61c010VgnVCM1000000b205a0aRCRD";"CARDENAL SOLIS";"CALLE";"V";"6";"";"";"";"";"MADRID";"MADRID";"28012";"6";"PALOS DE LA FRONTERA";"2";"ARGANZUELA";"440647";"4472617";"40.40205374534575";"-3.6994413497792995";"914 671 200";"";"";"/contenido/entidadesYorganismos/CentrosAtencionMedica/CentrosSalud"
5647268;"Centro de Salud Ensanche de Vallecas";"";"";"Cita previa:   Online. Desde dispositivos móviles. Por telefonía automatizada de reconocimiento de voz. Quiosco digital en el centro de salud. Presencialmente en el centro de salud.";"Metro: Congosto (línea 1).";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=78f1a1832ebf7210VgnVCM1000000b205a0aRCRD";"CINCOVILLAS";"CALLE";"V";"1";"";"";"";"";"MADRID";"MADRID";"28051";"3";"ENSANCHE DE VALLECAS";"18";"VILLA DE VALLECAS";"447041";"4468832";"40.368389612130315";"-3.623780031558085";"913 852 255";"";"";"/contenido/entidadesYorganismos/CentrosAtencionMedica/CentrosSalud"
7651810;"Centro de Salud Entrevías";"";"";"Cita previa:   Online. Desde dispositivos móviles. Por telefonía automatizada de reconocimiento de voz. Quiosco digital en el centro de salud. Presencialmente en el centro de salud.";"Cercanías Renfe: Asamblea de Madrid (líneas C2, C7 y Regional).";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=537fec621fca8410VgnVCM1000000b205a0aRCRD";"CAMPIÑA";"CALLE";"V";"1";"";"";"";"";"MADRID";"MADRID";"28053";"1";"ENTREVIAS";"13";"PUENTE DE VALLECAS";"443084";"4470091";"40.37946606790325";"-3.670499413250342";"915 073 030";"";"";"/contenido/entidadesYorganismos/CentrosAtencionMedica/CentrosSalud"
9005;"Centro de Salud Espronceda";"";"Puede consultar más información aquí.";"Cita previa:   Online. Desde dispositivos móviles. Por telefonía automatizada de reconocimiento de voz. Quiosco digital en el centro de salud. Presencialmente en el centro de salud.";"Metro: Ríos Rosas (línea 1), Alonso Cano (línea 7), Gregorio Marañón (líneas 7 y 10).";"Este Centro de Salud presta atención continuada como centro de continuidad de cuidados de enfermería de lunes a viernes de 21 a 8 horas y los sábados, domingos y festivos 24 horas.";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=853a4b6faa61c010VgnVCM1000000b205a0aRCRD";"ESPRONCEDA";"CALLE";"V";"24";"";"";"";"";"MADRID";"MADRID";"28003";"5";"RIOS ROSAS";"7";"CHAMBERI";"440910";"4476884";"40.44051007704015";"-3.6967416544806664";"913 994 149";"";"";"/contenido/entidadesYorganismos/CentrosAtencionMedica/CentrosSalud"
